1 input_1.asc: UAV Cruise and satellite targeting Mar 14 2025 13:55:26
  0  0 50
time            mach_c1         lonx_c1         latx_c1         alt_c1          
dvbe_c1         psivgx_c1       thtvgx_c1       SBEG1_c1        SBEG2_c1        
SBEG3_c1        VBEG1_c1        VBEG2_c1        VBEG3_c1        SBII1_c1        
SBII2_c1        SBII3_c1        thrust_c1       mach_t1         lonx_t1         
latx_t1         alt_t1          dvbe_t1         psivgx_t1       thtvgx_t1       
SBEG1_t1        SBEG2_t1        SBEG3_t1        VBEG1_t1        VBEG2_t1        
VBEG3_t1        SBII1_t1        SBII2_t1        SBII3_t1        mach_s1         
lonx_s1         latx_s1         alt_s1          dvbe_s1         psivgx_s1       
thtvgx_s1       SBEG1_s1        SBEG2_s1        SBEG3_s1        VBEG1_s1        
VBEG2_s1        VBEG3_s1        SBII1_s1        SBII2_s1        SBII3_s1        
6048.07         -167.272        5.04722e+06     1.99856e+06     4.23772e+06     
187.5           0.698918        15.1021         35.524          5000.26         
224.023         70.7785         7.78545e-05     13804.2         36451           
1999.74         73.7532         211.534         -0.000304406    4.99106e+06     
1.42038e+06     3.70473e+06     964.708         0.0294189       15.4148         
35.3119         100.386         9.99973         45.0103         0.0202161       
1326            1326.28         -0.385726       7.06961         7.07214         
-0.00352829     4.99253e+06     1.4503e+06      3.68266e+06     26.0693         
20.8528         37.9967         515821          7680.7          51.9853         
1.25116         959691          1.07607e+06     -15821.1        4729.13         
6049.83         -167.71         5.04475e+06     2.00105e+06     4.23963e+06     
188             0.698918        15.1033         35.5244         5000.26         
224.023         71.0079         7.68433e-05     13840.9         36556.8         
1999.74         72.9054         211.828         -0.000300453    4.99096e+06     
1.42066e+06     3.70476e+06     964.589         0.0294189       15.4149         
35.312          100.387         9.99973         45.0103         0.0202611       
1329.54         1329.82         -0.387492       7.06961         7.07215         
-0.00353614     4.99248e+06     1.45048e+06     3.68267e+06     26.069          
20.8848         38.0164         515905          7680.61         52.0076         
1.25445         962055          1.0791e+06      -15905.1        4726.72         
6051.58         -168.148        5.04226e+06     2.00353e+06     4.24155e+06     
188.5           0.698918        15.1045         35.5247         5000.26         
224.023         71.237          7.5067e-05      13877.1         36662.8         
1999.74         72.0579         212.118         -0.000293507    4.99086e+06     
1.42094e+06     3.70479e+06     964.469         0.0294189       15.4149         
35.312          100.389         9.99973         45.0103         0.0203061       
1333.07         1333.35         -0.389262       7.06961         7.07215         
-0.00354398     4.99242e+06     1.45067e+06     3.68267e+06     26.0687         
20.9167         38.0361         515989          7680.51         52.0299         
1.25773         964417          1.08212e+06     -15989.3        4724.3          
6053.33         -168.586        5.03978e+06     2.00601e+06     4.24346e+06     
189             0.698918        15.1057         35.525          5000.26         
224.023         71.4657         7.30049e-05     13912.9         36768.9         
1999.74         71.2109         212.404         -0.000285445    4.99076e+06     
1.42121e+06     3.70482e+06     964.348         0.0294189       15.4149         
35.312          100.391         9.99973         45.0103         0.020351        
1336.61         1336.89         -0.391036       7.0696          7.07215         
-0.00355183     4.99237e+06     1.45085e+06     3.68267e+06     26.0683         
20.9487         38.0557         516074          7680.41         52.0522         
1.26102         966779          1.08515e+06     -16073.7        4721.88         
6055.08         -169.024        5.0373e+06      2.00849e+06     4.24537e+06     
189.5           0.698919        15.1068         35.5253         5000.26         
224.023         71.6939         7.11156e-05     13948.3         36875.2         
1999.74         70.3643         212.686         -0.000278058    4.99066e+06     
1.42149e+06     3.70485e+06     964.225         0.0294189       15.415          
35.3121         100.393         9.99973         45.0104         0.020396        
1340.14         1340.43         -0.392814       7.0696          7.07216         
-0.00355967     4.99231e+06     1.45104e+06     3.68268e+06     26.068          
20.9807         38.0753         516158          7680.32         52.0745         
1.2643          969139          1.08818e+06     -16158.3        4719.46         
6056.84         -169.462        5.03481e+06     2.01098e+06     4.24728e+06     
190             0.698919        15.108          35.5256         5000.26         
224.023         71.9216         6.96804e-05     13983.3         36981.6         
1999.74         69.5184         212.964         -0.000272446    4.99056e+06     
1.42177e+06     3.70488e+06     964.101         0.0294189       15.415          
35.3121         100.395         9.99973         45.0104         0.0204409       
1343.68         1343.96         -0.394596       7.0696          7.07216         
-0.00356752     4.99225e+06     1.45122e+06     3.68268e+06     26.0677         
21.0127         38.095          516243          7680.22         52.0968         
1.26758         971498          1.09121e+06     -16243.1        4717.03         
6058.59         -169.899        5.03233e+06     2.01346e+06     4.24919e+06     
190.5           0.698919        15.1092         35.526          5000.26         
224.023         72.1489         6.87476e-05     14017.8         37088.2         
1999.74         68.673          213.238         -0.000268799    4.99046e+06     
1.42205e+06     3.70491e+06     963.976         0.0294189       15.4151         
35.3121         100.396         9.99973         45.0104         0.0204859       
1347.21         1347.5          -0.396381       7.06959         7.07216         
-0.00357537     4.9922e+06      1.45141e+06     3.68268e+06     26.0673         
21.0448         38.1146         516328          7680.12         52.1192         
1.27087         973856          1.09424e+06     -16328.2        4714.6          
6060.35         -170.337        5.02984e+06     2.01594e+06     4.2511e+06      
191             0.698919        15.1104         35.5263         5000.26         
224.023         72.3757         6.81731e-05     14052           37194.9         
1999.74         67.8285         213.508         -0.000266553    4.99036e+06     
1.42233e+06     3.70493e+06     963.849         0.0294189       15.4151         
35.3121         100.398         9.99973         45.0104         0.0205308       
1350.75         1351.03         -0.398171       7.06959         7.07216         
-0.00358321     4.99214e+06     1.45159e+06     3.68268e+06     26.067          
21.0768         38.1342         516413          7680.02         52.1415         
1.27415         976213          1.09727e+06     -16413.5        4712.17         
6062.1          -170.775        5.02735e+06     2.01842e+06     4.25301e+06     
191.5           0.698919        15.1115         35.5266         5000.26         
224.024         72.602          6.77184e-05     14085.7         37301.7         
1999.74         66.9847         213.775         -0.000264775    4.99026e+06     
1.42261e+06     3.70496e+06     963.72          0.0294189       15.4151         
35.3122         100.4           9.99973         45.0104         0.0205758       
1354.28         1354.57         -0.399965       7.06959         7.07217         
-0.00359106     4.99209e+06     1.45177e+06     3.68269e+06     26.0667         
21.1089         38.1538         516499          7679.92         52.1639         
1.27743         978568          1.1003e+06      -16499          4709.73         
6063.86         -171.212        5.02486e+06     2.02089e+06     4.25491e+06     
192             0.69892         15.1127         35.5269         5000.26         
224.024         72.8278         6.71581e-05     14119           37408.6         
1999.74         66.1419         214.037         -0.000262585    4.99016e+06     
1.42289e+06     3.70499e+06     963.59          0.0294189       15.4152         
35.3122         100.402         9.99973         45.0105         0.0206208       
1357.82         1358.11         -0.401762       7.06959         7.07217         
-0.0035989      4.99203e+06     1.45196e+06     3.68269e+06     26.0663         
21.141          38.1734         516585          7679.82         52.1863         
1.28071         980923          1.10333e+06     -16584.7        4707.29         
6065.61         -171.65         5.02236e+06     2.02337e+06     4.25682e+06     
192.5           0.69892         15.1139         35.5272         5000.26         
224.024         73.053          6.63562e-05     14151.8         37515.7         
1999.74         65.3            214.295         -0.000259449    4.99006e+06     
1.42317e+06     3.70502e+06     963.459         0.0294189       15.4152         
35.3122         100.404         9.99973         45.0105         0.0206657       
1361.35         1361.64         -0.403564       7.06958         7.07217         
-0.00360675     4.99197e+06     1.45214e+06     3.68269e+06     26.066          
21.1731         38.1929         516671          7679.73         52.2088         
1.28399         983276          1.10637e+06     -16670.6        4704.85         
6067.37         -172.087        5.01987e+06     2.02585e+06     4.25872e+06     
193             0.69892         15.1151         35.5275         5000.26         
224.024         73.2777         6.5292e-05      14184.3         37622.9         
1999.74         64.4592         214.55          -0.000255289    4.98996e+06     
1.42345e+06     3.70504e+06     963.326         0.0294189       15.4153         
35.3123         100.405         9.99973         45.0105         0.0207107       
1364.89         1365.18         -0.405369       7.06958         7.07218         
-0.0036146      4.99192e+06     1.45233e+06     3.6827e+06      26.0657         
21.2052         38.2125         516757          7679.63         52.2312         
1.28727         985627          1.1094e+06      -16756.8        4702.4          
6069.13         -172.525        5.01737e+06     2.02833e+06     4.26062e+06     
193.5           0.69892         15.1163         35.5277         5000.26         
224.024         73.5018         6.40394e-05     14216.3         37730.3         
1999.74         63.6195         214.8           -0.000250391    4.98986e+06     
1.42373e+06     3.70507e+06     963.191         0.0294189       15.4153         
35.3123         100.407         9.99973         45.0105         0.0207556       
1368.42         1368.71         -0.407178       7.06958         7.07218         
-0.00362244     4.99186e+06     1.45251e+06     3.6827e+06      26.0653         
21.2373         38.2321         516843          7679.53         52.2537         
1.29055         987978          1.11244e+06     -16843.1        4699.95         
6070.88         -172.962        5.01487e+06     2.0308e+06      4.26252e+06     
194             0.69892         15.1175         35.528          5000.26         
224.024         73.7253         6.27176e-05     14247.9         37837.7         
1999.74         62.781          215.047         -0.000245223    4.98976e+06     
1.42401e+06     3.70509e+06     963.055         0.0294189       15.4153         
35.3123         100.409         9.99973         45.0106         0.0208006       
1371.96         1372.25         -0.408991       7.06957         7.07218         
-0.00363029     4.99181e+06     1.4527e+06      3.6827e+06      26.065          
21.2695         38.2516         516930          7679.43         52.2762         
1.29383         990327          1.11547e+06     -16929.7        4697.5          
6072.64         -173.399        5.01238e+06     2.03328e+06     4.26442e+06     
194.5           0.698921        15.1186         35.5283         5000.26         
224.024         73.9482         6.14381e-05     14279.1         37945.3         
1999.74         61.9439         215.29          -0.00024022     4.98966e+06     
1.42429e+06     3.70512e+06     962.917         0.0294189       15.4154         
35.3124         100.411         9.99973         45.0106         0.0208455       
1375.49         1375.79         -0.410808       7.06957         7.07218         
-0.00363814     4.99175e+06     1.45288e+06     3.6827e+06      26.0646         
21.3016         38.2711         517017          7679.33         52.2987         
1.29711         992676          1.11851e+06     -17016.5        4695.05         
6074.4          -173.837        5.00988e+06     2.03575e+06     4.26632e+06     
195             0.698921        15.1198         35.5286         5000.26         
224.024         74.1706         6.02676e-05     14309.8         38053           
1999.74         61.1081         215.529         -0.000235644    4.98956e+06     
1.42457e+06     3.70514e+06     962.779         0.0294189       15.4154         
35.3124         100.413         9.99973         45.0106         0.0208905       
1379.03         1379.32         -0.412629       7.06957         7.07219         
-0.00364598     4.9917e+06      1.45307e+06     3.68271e+06     26.0643         
21.3338         38.2907         517104          7679.23         52.3212         
1.30039         995022          1.12155e+06     -17103.6        4692.59         
6076.16         -174.274        5.00737e+06     2.03823e+06     4.26821e+06     
195.5           0.698921        15.121          35.5289         5000.26         
224.024         74.3922         5.92154e-05     14340.2         38160.8         
1999.74         60.2738         215.763         -0.00023153     4.98946e+06     
1.42485e+06     3.70517e+06     962.639         0.0294189       15.4154         
35.3124         100.414         9.99973         45.0106         0.0209355       
1382.56         1382.86         -0.414454       7.06957         7.07219         
-0.00365383     4.99164e+06     1.45325e+06     3.68271e+06     26.064          
21.366          38.3102         517191          7679.13         52.3438         
1.30367         997368          1.12458e+06     -17190.8        4690.13         
6077.92         -174.711        5.00487e+06     2.0407e+06      4.27011e+06     
196             0.698921        15.1222         35.5291         5000.26         
224.024         74.6133         5.82446e-05     14370.1         38268.8         
1999.74         59.441          215.994         -0.000227734    4.98937e+06     
1.42513e+06     3.70519e+06     962.497         0.0294189       15.4155         
35.3125         100.416         9.99973         45.0107         0.0209804       
1386.09         1386.39         -0.416283       7.06956         7.07219         
-0.00366167     4.99158e+06     1.45344e+06     3.68271e+06     26.0636         
21.3983         38.3297         517278          7679.03         52.3664         
1.30695         999713          1.12762e+06     -17278.3        4687.67         
6079.68         -175.148        5.00236e+06     2.04318e+06     4.272e+06       
196.5           0.698922        15.1234         35.5294         5000.26         
224.024         74.8336         5.72963e-05     14399.6         38376.8         
1999.74         58.6099         216.221         -0.000224026    4.98927e+06     
1.42541e+06     3.70522e+06     962.354         0.0294189       15.4155         
35.3125         100.418         9.99973         45.0107         0.0210254       
1389.63         1389.93         -0.418116       7.06956         7.0722          
-0.00366952     4.99153e+06     1.45362e+06     3.68272e+06     26.0633         
21.4305         38.3492         517366          7678.93         52.389          
1.31023         1.00206e+06     1.13066e+06     -17366          4685.2          
6081.44         -175.585        4.99986e+06     2.04565e+06     4.27389e+06     
197             0.698922        15.1246         35.5297         5000.26         
224.024         75.0533         5.6316e-05      14428.7         38485           
1999.74         57.7805         216.445         -0.000220193    4.98917e+06     
1.42569e+06     3.70524e+06     962.21          0.0294189       15.4156         
35.3125         100.42          9.99973         45.0107         0.0210703       
1393.16         1393.47         -0.419953       7.06956         7.0722          
-0.00367737     4.99147e+06     1.45381e+06     3.68272e+06     26.0629         
21.4628         38.3686         517454          7678.82         52.4116         
1.31351         1.0044e+06      1.13371e+06     -17453.9        4682.74         
6083.2          -176.022        4.99735e+06     2.04812e+06     4.27578e+06     
197.5           0.698922        15.1258         35.5299         5000.26         
224.024         75.2723         5.52718e-05     14457.4         38593.3         
1999.74         56.9529         216.664         -0.000216111    4.98907e+06     
1.42597e+06     3.70526e+06     962.065         0.0294189       15.4156         
35.3126         100.422         9.99973         45.0107         0.0211153       
1396.7          1397            -0.421793       7.06956         7.0722          
-0.00368521     4.99142e+06     1.45399e+06     3.68272e+06     26.0626         
21.495          38.3881         517542          7678.72         52.4342         
1.31678         1.00674e+06     1.13675e+06     -17542          4680.26         
6084.96         -176.458        4.99484e+06     2.05059e+06     4.27767e+06     
198             0.698922        15.127          35.5302         5000.26         
224.024         75.4905         5.41602e-05     14485.7         38701.7         
1999.74         56.1271         216.879         -0.000211764    4.98897e+06     
1.42626e+06     3.70529e+06     961.918         0.0294189       15.4156         
35.3126         100.424         9.99973         45.0107         0.0211602       
1400.23         1400.54         -0.423638       7.06955         7.0722          
-0.00369306     4.99136e+06     1.45418e+06     3.68272e+06     26.0622         
21.5273         38.4076         517630          7678.62         52.4569         
1.32006         1.00908e+06     1.13979e+06     -17630.3        4677.79         
6086.73         -176.895        4.99233e+06     2.05306e+06     4.27956e+06     
198.5           0.698922        15.1282         35.5304         5000.26         
224.025         75.708          5.30003e-05     14513.5         38810.2         
1999.74         55.3034         217.091         -0.000207229    4.98888e+06     
1.42654e+06     3.70531e+06     961.77          0.0294189       15.4157         
35.3126         100.425         9.99973         45.0108         0.0212052       
1403.77         1404.08         -0.425487       7.06955         7.07221         
-0.00370091     4.9913e+06      1.45436e+06     3.68273e+06     26.0619         
21.5596         38.427          517719          7678.52         52.4796         
1.32334         1.01142e+06     1.14283e+06     -17718.9        4675.31         
6088.49         -177.332        4.98981e+06     2.05553e+06     4.28145e+06     
199             0.698923        15.1294         35.5307         5000.26         
224.025         75.9248         5.1822e-05      14541           38918.8         
1999.74         54.4816         217.299         -0.000202622    4.98878e+06     
1.42682e+06     3.70533e+06     961.62          0.0294189       15.4157         
35.3127         100.427         9.99973         45.0108         0.0212501       
1407.3          1407.61         -0.427339       7.06955         7.07221         
-0.00370875     4.99125e+06     1.45455e+06     3.68273e+06     26.0616         
21.592          38.4464         517808          7678.42         52.5023         
1.32661         1.01375e+06     1.14588e+06     -17807.7        4672.83         
6090.25         -177.768        4.9873e+06      2.058e+06       4.28334e+06     
199.5           0.698923        15.1306         35.5309         5000.26         
224.025         76.1408         5.06527e-05     14568           39027.5         
1999.74         53.662          217.503         -0.000198051    4.98868e+06     
1.4271e+06      3.70535e+06     961.47          0.0294189       15.4158         
35.3127         100.429         9.99973         45.0108         0.0212951       
1410.84         1411.15         -0.429195       7.06954         7.07221         
-0.0037166      4.99119e+06     1.45473e+06     3.68273e+06     26.0612         
21.6243         38.4659         517897          7678.32         52.525          
1.32989         1.01609e+06     1.14892e+06     -17896.7        4670.35         
6092.01         -178.205        4.98478e+06     2.06047e+06     4.28522e+06     
200             0.698923        15.1318         35.5311         5000.26         
224.025         76.3561         4.95087e-05     14594.6         39136.3         
1999.74         52.8446         217.703         -0.000193577    4.98859e+06     
1.42738e+06     3.70538e+06     961.318         0.0294189       15.4158         
35.3127         100.431         9.99973         45.0108         0.0213401       
1414.37         1414.68         -0.431056       7.06954         7.07222         
-0.00372444     4.99114e+06     1.45492e+06     3.68274e+06     26.0609         
21.6567         38.4853         517986          7678.21         52.5477         
1.33316         1.01842e+06     1.15197e+06     -17985.9        4667.86         
6093.78         -178.641        4.98227e+06     2.06294e+06     4.2871e+06      
200.5           0.698923        15.133          35.5314         5000.26         
224.025         76.5705         4.83919e-05     14620.8         39245.2         
1999.74         52.0295         217.899         -0.000189211    4.98849e+06     
1.42767e+06     3.7054e+06      961.165         0.0294189       15.4158         
35.3128         100.433         9.99973         45.0109         0.021385        
1417.91         1418.22         -0.43292        7.06954         7.07222         
-0.00373229     4.99108e+06     1.4551e+06      3.68274e+06     26.0605         
21.6891         38.5047         518075          7678.11         52.5705         
1.33644         1.02076e+06     1.15502e+06     -18075.3        4665.37         
6095.54         -179.078        4.97975e+06     2.06541e+06     4.28898e+06     
201             0.698924        15.1342         35.5316         5000.26         
224.025         76.7841         4.72935e-05     14646.7         39354.2         
1999.74         51.2168         218.092         -0.000184916    4.98839e+06     
1.42795e+06     3.70542e+06     961.011         0.0294189       15.4159         
35.3128         100.435         9.99973         45.0109         0.02143         
1421.44         1421.76         -0.434788       7.06954         7.07222         
-0.00374014     4.99102e+06     1.45529e+06     3.68274e+06     26.0602         
21.7215         38.5241         518165          7678.01         52.5933         
1.33971         1.02309e+06     1.15807e+06     -18164.9        4662.87         
6097.31         -179.514        4.97723e+06     2.06787e+06     4.29087e+06     
201.5           0.698924        15.1354         35.5318         5000.26         
224.025         76.9969         4.6199e-05      14672.1         39463.3         
1999.74         50.4065         218.28          -0.000180637    4.9883e+06      
1.42823e+06     3.70544e+06     960.856         0.0294189       15.4159         
35.3128         100.437         9.99973         45.0109         0.0214749       
1424.98         1425.29         -0.43666        7.06953         7.07222         
-0.00374798     4.99097e+06     1.45547e+06     3.68274e+06     26.0598         
21.7539         38.5435         518255          7677.9          52.6161         
1.34299         1.02542e+06     1.16112e+06     -18254.8        4660.38         
6099.07         -179.95         4.97471e+06     2.07034e+06     4.29274e+06     
202             0.698924        15.1366         35.5321         5000.26         
224.025         77.2088         4.50957e-05     14697.1         39572.4         
1999.74         49.5988         218.465         -0.000176323    4.9882e+06      
1.42851e+06     3.70546e+06     960.699         0.0294189       15.416          
35.3128         100.439         9.99973         45.0109         0.0215199       
1428.51         1428.83         -0.438536       7.06953         7.07223         
-0.00375583     4.99091e+06     1.45566e+06     3.68275e+06     26.0595         
21.7863         38.5629         518345          7677.8          52.6389         
1.34626         1.02775e+06     1.16417e+06     -18344.9        4657.88         
6100.84         -180.386        4.97218e+06     2.07281e+06     4.29462e+06     
202.5           0.698924        15.1378         35.5323         5000.26         
224.025         77.4199         4.39761e-05     14721.7         39681.7         
1999.74         48.7938         218.647         -0.000171946    4.9881e+06      
1.4288e+06      3.70548e+06     960.542         0.0294189       15.416          
35.3129         100.44          9.99973         45.0109         0.0215648       
1432.05         1432.36         -0.440416       7.06953         7.07223         
-0.00376367     4.99086e+06     1.45584e+06     3.68275e+06     26.0591         
21.8188         38.5822         518435          7677.7          52.6618         
1.34953         1.03008e+06     1.16722e+06     -18435.2        4655.38         
6102.61         -180.822        4.96966e+06     2.07527e+06     4.2965e+06      
203             0.698925        15.139          35.5325         5000.26         
224.025         77.63           4.28399e-05     14745.9         39791.1         
1999.74         47.9914         218.824         -0.000167503    4.98801e+06     
1.42908e+06     3.7055e+06      960.383         0.0294189       15.416          
35.3129         100.442         9.99973         45.011          0.0216098       
1435.58         1435.9          -0.4423         7.06952         7.07223         
-0.00377152     4.9908e+06      1.45603e+06     3.68275e+06     26.0588         
21.8512         38.6016         518526          7677.59         52.6846         
1.35281         1.0324e+06      1.17027e+06     -18525.7        4652.87         
6104.37         -181.258        4.96713e+06     2.07773e+06     4.29837e+06     
203.5           0.698925        15.1402         35.5327         5000.26         
224.025         77.8393         4.16924e-05     14769.7         39900.5         
1999.74         47.1918         218.998         -0.000163016    4.98791e+06     
1.42936e+06     3.70552e+06     960.223         0.0294189       15.4161         
35.3129         100.444         9.99973         45.011          0.0216548       
1439.12         1439.44         -0.444187       7.06952         7.07224         
-0.00377937     4.99074e+06     1.45621e+06     3.68276e+06     26.0584         
21.8837         38.6209         518616          7677.49         52.7075         
1.35608         1.03473e+06     1.17332e+06     -18616.5        4650.36         
6106.14         -181.694        4.9646e+06      2.0802e+06      4.30025e+06     
204             0.698925        15.1414         35.5329         5000.26         
224.025         78.0477         4.05412e-05     14793           40010.1         
1999.74         46.3951         219.169         -0.000158515    4.98782e+06     
1.42965e+06     3.70554e+06     960.063         0.0294189       15.4161         
35.313          100.446         9.99973         45.011          0.0216997       
1442.65         1442.97         -0.446079       7.06952         7.07224         
-0.00378721     4.99069e+06     1.4564e+06      3.68276e+06     26.0581         
21.9162         38.6402         518707          7677.38         52.7304         
1.35935         1.03706e+06     1.17637e+06     -18707.4        4647.85         
6107.91         -182.13         4.96207e+06     2.08266e+06     4.30212e+06     
204.5           0.698925        15.1427         35.5331         5000.26         
224.025         78.2551         3.93933e-05     14816           40119.7         
1999.74         45.6014         219.335         -0.000154027    4.98772e+06     
1.42993e+06     3.70556e+06     959.901         0.0294189       15.4161         
35.313          100.448         9.99973         45.011          0.0217447       
1446.19         1446.51         -0.447974       7.06952         7.07224         
-0.00379506     4.99063e+06     1.45658e+06     3.68276e+06     26.0577         
21.9488         38.6596         518799          7677.28         52.7534         
1.36262         1.03938e+06     1.17943e+06     -18798.6        4645.34         
6109.67         -182.566        4.95954e+06     2.08512e+06     4.30399e+06     
205             0.698926        15.1439         35.5333         5000.26         
224.025         78.4616         3.82531e-05     14838.6         40229.4         
1999.74         44.8108         219.498         -0.000149569    4.98763e+06     
1.43021e+06     3.70557e+06     959.738         0.0294189       15.4162         
35.313          100.45          9.99973         45.0111         0.0217896       
1449.72         1450.04         -0.449874       7.06951         7.07224         
-0.00380291     4.99058e+06     1.45676e+06     3.68276e+06     26.0573         
21.9813         38.6789         518890          7677.17         52.7763         
1.36589         1.0417e+06      1.18248e+06     -18890          4642.82         
6111.44         -183.002        4.95701e+06     2.08759e+06     4.30586e+06     
205.5           0.698926        15.1451         35.5335         5000.26         
224.026         78.6671         3.71213e-05     14860.9         40339.2         
1999.74         44.0232         219.657         -0.000145144    4.98753e+06     
1.4305e+06      3.70559e+06     959.575         0.0294189       15.4162         
35.3131         100.452         9.99973         45.0111         0.0218346       
1453.26         1453.58         -0.451777       7.06951         7.07225         
-0.00381075     4.99052e+06     1.45695e+06     3.68277e+06     26.057          
22.0139         38.6982         518982          7677.07         52.7993         
1.36916         1.04402e+06     1.18554e+06     -18981.6        4640.3          
6113.21         -183.437        4.95448e+06     2.09005e+06     4.30773e+06     
206             0.698926        15.1463         35.5337         5000.26         
224.026         78.8716         3.59961e-05     14882.7         40449.1         
1999.74         43.2389         219.813         -0.000140744    4.98744e+06     
1.43078e+06     3.70561e+06     959.41          0.0294189       15.4163         
35.3131         100.454         9.99973         45.0111         0.0218795       
1456.79         1457.12         -0.453685       7.06951         7.07225         
-0.0038186      4.99046e+06     1.45713e+06     3.68277e+06     26.0566         
22.0464         38.7175         519073          7676.96         52.8223         
1.37244         1.04634e+06     1.1886e+06      -19073.4        4637.78         
6114.98         -183.873        4.95194e+06     2.09251e+06     4.3096e+06      
206.5           0.698926        15.1475         35.5339         5000.26         
224.026         79.0751         3.48743e-05     14904.1         40559           
1999.74         42.4579         219.966         -0.000136358    4.98734e+06     
1.43107e+06     3.70563e+06     959.245         0.0294189       15.4163         
35.3131         100.456         9.99973         45.0111         0.0219245       
1460.32         1460.65         -0.455596       7.06951         7.07225         
-0.00382644     4.99041e+06     1.45732e+06     3.68277e+06     26.0563         
22.079          38.7367         519165          7676.86         52.8453         
1.37571         1.04866e+06     1.19165e+06     -19165.5        4635.25         
6116.75         -184.308        4.9494e+06      2.09497e+06     4.31146e+06     
207             0.698926        15.1487         35.5341         5000.26         
224.026         79.2776         3.37531e-05     14925.1         40669           
1999.74         41.6803         220.114         -0.000131974    4.98725e+06     
1.43135e+06     3.70564e+06     959.078         0.0294189       15.4163         
35.3132         100.458         9.99973         45.0112         0.0219695       
1463.86         1464.19         -0.457511       7.0695          7.07225         
-0.00383429     4.99035e+06     1.4575e+06      3.68278e+06     26.0559         
22.1117         38.756          519258          7676.75         52.8683         
1.37897         1.05098e+06     1.19471e+06     -19257.7        4632.72         
6118.52         -184.744        4.94686e+06     2.09743e+06     4.31333e+06     
207.5           0.698927        15.1499         35.5343         5000.26         
224.026         79.479          3.26311e-05     14945.8         40779.1         
1999.74         40.9061         220.26          -0.000127587    4.98715e+06     
1.43163e+06     3.70566e+06     958.911         0.0294189       15.4164         
35.3132         100.459         9.99973         45.0112         0.0220144       
1467.39         1467.73         -0.45943        7.0695          7.07226         
-0.00384214     4.99029e+06     1.45769e+06     3.68278e+06     26.0555         
22.1443         38.7753         519350          7676.65         52.8914         
1.38224         1.05329e+06     1.19777e+06     -19350.2        4630.19         
6120.29         -185.179        4.94432e+06     2.09989e+06     4.31519e+06     
208             0.698927        15.1512         35.5345         5000.26         
224.026         79.6794         3.15086e-05     14966           40889.3         
1999.74         40.1355         220.401         -0.000123198    4.98706e+06     
1.43192e+06     3.70568e+06     958.743         0.0294189       15.4164         
35.3132         100.461         9.99973         45.0112         0.0220594       
1470.93         1471.26         -0.461353       7.0695          7.07226         
-0.00384998     4.99024e+06     1.45787e+06     3.68278e+06     26.0552         
22.1769         38.7945         519443          7676.54         52.9144         
1.38551         1.05561e+06     1.20083e+06     -19442.9        4627.65         
6122.06         -185.614        4.94178e+06     2.10234e+06     4.31706e+06     
208.5           0.698927        15.1524         35.5347         5000.26         
224.026         79.8787         3.03872e-05     14985.9         40999.5         
1999.74         39.3686         220.54          -0.000118814    4.98697e+06     
1.4322e+06      3.70569e+06     958.574         0.0294189       15.4165         
35.3133         100.463         9.99973         45.0112         0.0221043       
1474.46         1474.8          -0.46328        7.06949         7.07226         
-0.00385783     4.99018e+06     1.45806e+06     3.68278e+06     26.0548         
22.2096         38.8137         519536          7676.43         52.9375         
1.38878         1.05792e+06     1.2039e+06      -19535.8        4625.11         
6123.83         -186.049        4.93924e+06     2.1048e+06      4.31892e+06     
209             0.698927        15.1536         35.5348         5000.26         
224.026         80.077          2.92693e-05     15005.4         41109.8         
1999.74         38.6053         220.675         -0.000114443    4.98687e+06     
1.43249e+06     3.70571e+06     958.405         0.0294189       15.4165         
35.3133         100.465         9.99973         45.0112         0.0221493       
1478            1478.33         -0.465211       7.06949         7.07227         
-0.00386568     4.99013e+06     1.45824e+06     3.68279e+06     26.0545         
22.2423         38.833          519629          7676.33         52.9607         
1.39205         1.06023e+06     1.20696e+06     -19628.9        4622.57         
6125.61         -186.485        4.93669e+06     2.10726e+06     4.32078e+06     
209.5           0.698928        15.1548         35.535          5000.26         
224.026         80.2741         2.8157e-05      15024.5         41220.2         
1999.74         37.8459         220.806         -0.000110094    4.98678e+06     
1.43277e+06     3.70573e+06     958.234         0.0294189       15.4165         
35.3133         100.467         9.99973         45.0113         0.0221942       
1481.53         1481.87         -0.467146       7.06949         7.07227         
-0.00387352     4.99007e+06     1.45843e+06     3.68279e+06     26.0541         
22.275          38.8522         519722          7676.22         52.9838         
1.39532         1.06254e+06     1.21002e+06     -19722.3        4620.03         
6127.38         -186.92         4.93415e+06     2.10971e+06     4.32263e+06     
210             0.698928        15.156          35.5352         5000.26         
224.026         80.4701         2.70516e-05     15043.3         41330.6         
1999.74         37.0904         220.935         -0.000105772    4.98669e+06     
1.43306e+06     3.70574e+06     958.063         0.0294189       15.4166         
35.3134         100.469         9.99973         45.0113         0.0222392       
1485.07         1485.41         -0.469085       7.06949         7.07227         
-0.00388137     4.99001e+06     1.45861e+06     3.68279e+06     26.0537         
22.3077         38.8714         519816          7676.11         53.007          
1.39858         1.06485e+06     1.21308e+06     -19815.9        4617.48         
6129.15         -187.355        4.9316e+06      2.11217e+06     4.32449e+06     
210.5           0.698928        15.1573         35.5353         5000.26         
224.026         80.6649         2.59539e-05     15061.6         41441.1         
1999.74         36.3388         221.059         -0.00010148     4.98659e+06     
