1 input_1.asc: UAV Cruise and satellite targeting ' UAV ' Nov  2 2023 17:15:34
  0  0 48
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
range_go        STBG1           STBG2           STBG3           time_go         
psisbx          thtsbx          mtargeting      
0.0293963       1.70889         0.0529779       1.01767         0.103698        
0.200472        -49.9804        2000            17000           0               
0               0               0               0               0               
0               0               0               
263.4           -0.832013       1.98063         -9.85416        22840.7         
0.743771        15.2882         35.5397         4334.09         240.463         
93.69           -11.9927        15550           53301           2665.91         
-15.1378        234.727         49.9651         5               133.877         
198.099         9.73735         90              0               1.02802         
0               3.0163          11.3931         11.65           11.3931         
0.029252        1.70506         0.0526443       1.01647         0.104616        
0.201974        -49.9651        2000            16962.5         0               
0               0               0               0               0               
0               0               0               
263.6           -0.831969       1.99617         -9.82937        22910.8         
0.744422        15.2887         35.5397         4324.1          240.703         
93.7888         -11.978         15546.9         53348           2675.9          
-15.559         234.948         49.9546         5               133.878         
197.969         9.71845         90              0               1.02584         
0               2.99733         11.5087         11.7709         11.5087         
0.0291689       1.70124         0.0523133       1.0158          0.105477        
0.203557        -49.9546        2000            16925           0               
0               0               0               0               0               
0               0               0               
263.8           -0.832032       2.01211         -9.80578        22980.9         
0.745072        15.2893         35.5397         4314.11         240.943         
93.8883         -11.9645        15543.8         53395           2685.89         
-15.9837        235.166         49.9488         5               133.878         
197.839         9.69979         90              0               1.0238          
0               2.97915         11.6248         11.8835         11.6248         
0.029141        1.69744         0.051996        1.01561         0.106275        
0.205182        -49.9488        2000            16887.5         0               
0               0               0               0               0               
0               0               0               
264             -0.832281       2.02811         -9.78482        23051.1         
0.74572         15.2898         35.5396         4304.12         241.183         
93.9884         -11.9521        15540.5         53442           2695.88         
-16.4118        235.383         49.9473         5               133.878         
197.71          9.68192         90              0               1.02203         
0               2.96225         11.7377         11.986          11.7377         
0.0291594       1.69366         0.051701        1.01587         0.107006        
0.206813        -49.9473        2000            16849.9         0               
0               0               0               0               0               
0               0               0               
264.2           -0.832766       2.04386         -9.76749        23121.4         
0.746366        15.2903         35.5396         4294.13         241.422         
94.0893         -11.9406        15537.2         53489.1         2705.87         
-16.8434        235.597         49.9495         5               133.878         
197.582         9.66527         90              0               1.02062         
0               2.94694         11.8448         12.0774         11.8448         
0.0292133       1.68989         0.0514338       1.0165          0.107673        
0.208419        -49.9495        2000            16812.2         0               
0               0               0               0               0               
0               0               0               
264.4           -0.833512       2.05915         -9.75439        23191.8         
0.747011        15.2908         35.5396         4284.14         241.66          
94.1908         -11.9299        15533.8         53536.3         2715.86         
-17.2785        235.809         49.9546         5               133.878         
197.455         9.65014         90              0               1.01962         
0               2.93338         11.9441         12.1576         11.9441         
0.0292914       1.68613         0.0511972       1.0174          0.108283        
0.209977        -49.9546        2000            16774.5         0               
0               0               0               0               0               
0               0               0               
264.6           -0.834523       2.07379         -9.74572        23262.2         
0.747654        15.2913         35.5396         4274.15         241.898         
94.2929         -11.9197        15530.3         53583.5         2725.85         
-17.7168        236.019         49.9618         5               133.878         
197.328         9.63663         90              0               1.01906         
0               2.92158         12.0345         12.2274         12.0345         
0.0293824       1.68239         0.0509912       1.01849         0.108845        
0.21147         -49.9618        2000            16736.8         0               
0               0               0               0               0               
0               0               0               
264.8           -0.835782       2.08771         -9.74133        23332.7         
0.748295        15.2919         35.5395         4264.16         242.136         
94.3956         -11.9098        15526.7         53630.7         2735.84         
-18.1582        236.227         49.9701         5               133.878         
197.202         9.62475         90              0               1.01892         
0               2.91143         12.1158         12.2882         12.1158         
0.0294761       1.67866         0.050814        1.01967         0.109371        
0.212888        -49.9701        2000            16699.1         0               
0               0               0               0               0               
0               0               0               
265             -0.837262       2.10087         -9.74079        23403.3         
0.748935        15.2924         35.5395         4254.16         242.373         
94.4988         -11.9001        15523           53677.9         2745.84         
-18.6027        236.433         49.9788         5               133.878         
197.077         9.61435         90              0               1.01915         
0               2.90272         12.1883         12.342          12.1883         
0.0295639       1.67495         0.050662        1.02085         0.109874        
0.214229        -49.9788        2000            16661.2         0               
0               0               0               0               0               
0               0               0               
265.2           -0.838922       2.1133          -9.74348        23473.9         
0.749572        15.2929         35.5395         4244.17         242.609         
94.6026         -11.8904        15519.3         53725.3         2755.83         
-19.0501        236.638         49.9872         5               133.878         
196.953         9.6052          90              0               1.01968         
0               2.89519         12.2531         12.3908         12.2531         
0.029639        1.67125         0.0505305       1.02198         0.110367        
0.215496        -49.9872        2000            16623.4         0               
0               0               0               0               0               
0               0               0               
265.4           -0.840719       2.12508         -9.74865        23544.5         
0.750207        15.2934         35.5394         4234.17         242.845         
94.7068         -11.8805        15515.4         53772.6         2765.83         
-19.5002        236.841         49.9947         5               133.878         
196.83          9.59701         90              0               1.02045         
0               2.88852         12.3115         12.4369         12.3115         
0.0296967       1.66757         0.0504143       1.02298         0.110861        
0.216697        -49.9947        2000            16585.5         0               
0               0               0               0               0               
0               0               0               
265.6           -0.842607       2.13635         -9.75547        23615.2         
0.75084         15.294          35.5394         4224.17         243.079         
94.8115         -11.8703        15511.5         53820           2775.83         
-19.9529        237.043         50.0009         5               133.878         
196.708         9.58947         90              0               1.02138         
0               2.88243         12.3653         12.4823         12.3653         
0.0297343       1.66391         0.0503078       1.02384         0.111367        
0.217845        -50.0009        2000            16547.6         0               
0               0               0               0               0               
0               0               0               
265.8           -0.844541       2.14723         -9.76317        23685.8         
0.75147         15.2945         35.5393         4214.17         243.314         
94.9166         -11.8599        15507.4         53867.4         2785.83         
-20.4082        237.243         50.0055         5               133.878         
196.586         9.58225         90              0               1.02239         
0               2.8766          12.4162         12.5289         12.4162         
0.0297512       1.66026         0.0502062       1.02452         0.111893        
0.218954        -50.0055        2000            16509.6         0               
0               0               0               0               0               
0               0               0               
266             -0.846484       2.15789         -9.77102        23756.6         
0.752098        15.295          35.5393         4204.17         243.547         
95.0221         -11.849         15503.3         53914.9         2795.83         
-20.866         237.442         50.0084         5               133.878         
196.465         9.57509         90              0               1.0234          
0               2.87079         12.4661         12.5782         12.4661         
0.0297482       1.65662         0.0501048       1.02503         0.112444        
0.22004         -50.0084        2000            16471.6         0               
0               0               0               0               0               
0               0               0               
266.2           -0.848402       2.16848         -9.77839        23827.3         
0.752724        15.2955         35.5393         4194.17         243.78          
95.1281         -11.8379        15499.1         53962.4         2805.83         
-21.3262        237.64          50.0098         5               133.878         
196.346         9.56771         90              0               1.02437         
0               2.8648          12.5164         12.6312         12.5164         
0.0297275       1.653           0.0500001       1.02537         0.113025        
0.221119        -50.0098        2000            16433.6         0               
0               0               0               0               0               
0               0               0               
266.4           -0.85027        2.17914         -9.78481        23898           
0.753347        15.2961         35.5392         4184.16         244.012         
95.2344         -11.8264        15494.8         54009.9         2815.84         
-21.7888        237.836         50.0096         5               133.878         
196.227         9.55994         90              0               1.02525         
0               2.85845         12.5685         12.6886         12.5685         
0.0296921       1.6494          0.0498894       1.02556         0.113636        
0.222206        -50.0096        2000            16395.5         0               
0               0               0               0               0               
0               0               0               
266.6           -0.852073       2.18999         -9.78994        23968.8         
0.753967        15.2966         35.5392         4174.16         244.243         
95.3412         -11.8147        15490.4         54057.5         2825.84         
-22.2539        238.031         50.0082         5               133.879         
196.109         9.55163         90              0               1.026           
0               2.85166         12.6234         12.7508         12.6234         
0.0296457       1.64581         0.0497709       1.02563         0.114277        
0.223312        -50.0082        2000            16357.3         0               
0               0               0               0               0               
0               0               0               
266.8           -0.853802       2.20113         -9.79359        24039.6         
0.754586        15.2971         35.5392         4164.16         244.473         
95.4483         -11.8029        15485.9         54105.2         2835.84         
-22.7216        238.223         50.0059         5               133.879         
195.993         9.54271         90              0               1.02661         
0               2.84438         12.6818         12.8177         12.6818         
0.0295921       1.64224         0.0496438       1.02562         0.114945        
0.224447        -50.0059        2000            16319.2         0               
0               0               0               0               0               
0               0               0               
267             -0.855456       2.21263         -9.79572        24110.3         
0.755202        15.2976         35.5391         4154.16         244.703         
95.556          -11.7909        15481.3         54152.8         2845.84         
-23.1917        238.415         50.0028         5               133.879         
195.877         9.53316         90              0               1.02708         
0               2.83661         12.7442         12.889          12.7442         
0.0295349       1.63869         0.0495082       1.02555         0.115636        
0.225619        -50.0028        2000            16281           0               
0               0               0               0               0               
0               0               0               
267.2           -0.85704        2.22451         -9.79638        24181.1         
0.755815        15.2982         35.5391         4144.16         244.932         
95.664          -11.7789        15476.6         54200.5         2855.84         
-23.6645        238.604         49.9993         5               133.879         
195.762         9.52299         90              0               1.02742         
0               2.8284          12.8104         12.964          12.8104         
0.0294775       1.63515         0.0493648       1.02546         0.116347        
0.22683         -49.9993        2000            16242.7         0               
0               0               0               0               0               
0               0               0               
267.4           -0.858564       2.2368          -9.79573        24252           
0.756426        15.2987         35.539          4134.16         245.161         
95.7726         -11.7669        15471.8         54248.3         2865.84         
-24.14          238.791         49.9958         5               133.879         
195.647         9.51227         90              0               1.02763         
0               2.8198          12.8805         13.0421         12.8805         
0.0294226       1.63162         0.0492149       1.02537         0.117072        
0.228081        -49.9958        2000            16204.4         0               
0               0               0               0               0               
0               0               0               
267.6           -0.860042       2.24946         -9.79399        24322.8         
0.757035        15.2992         35.539          4124.16         245.388         
95.8816         -11.755         15467           54296           2875.84         
-24.6183        238.977         49.9923         5               133.879         
195.534         9.50109         90              0               1.02774         
0               2.81092         12.9539         13.1225         12.9539         
0.0293724       1.62812         0.0490599       1.02531         0.117807        
0.229372        -49.9923        2000            16166.1         0               
0               0               0               0               0               
0               0               0               
267.8           -0.861487       2.26248         -9.79144        24393.7         
0.757642        15.2997         35.5389         4114.16         245.615         
95.9911         -11.7433        15462           54343.8         2885.84         
-25.0994        239.161         49.9892         5               133.879         
195.422         9.48955         90              0               1.02778         
0               2.80186         13.0301         13.2045         13.0301         
0.0293284       1.62462         0.0489017       1.0253          0.118548        
0.230699        -49.9892        2000            16127.7         0               
0               0               0               0               0               
0               0               0               
268             -0.862915       2.2758          -9.78834        24464.5         
0.758246        15.3003         35.5389         4104.16         245.841         
96.1012         -11.7317        15456.9         54391.7         2895.84         
-25.5833        239.343         49.9865         5               133.879         
195.31          9.47777         90              0               1.02778         
0               2.79271         13.1086         13.2872         13.1086         
0.0292913       1.62114         0.0487419       1.02534         0.11929         
0.232056        -49.9865        2000            16089.3         0               
0               0               0               0               0               
0               0               0               
268.2           -0.86434        2.28937         -9.78497        24535.4         
0.758849        15.3008         35.5388         4094.17         246.067         
96.2118         -11.7202        15451.7         54439.6         2905.83         
-26.0703        239.522         49.9843         5               133.879         
195.199         9.46587         90              0               1.02776         
0               2.78356         13.1886         13.3701         13.1886         
0.0292613       1.61768         0.0485823       1.02545         0.120031        
0.233439        -49.9843        2000            16050.8         0               
0               0               0               0               0               
0               0               0               
268.4           -0.865773       2.30313         -9.78158        24606.4         
0.759449        15.3013         35.5388         4084.17         246.292         
96.3229         -11.709         15446.5         54487.5         2915.83         
-26.5602        239.7           49.9828         5               133.879         
195.089         9.45393         90              0               1.02774         
0               2.7745          13.2696         13.4526         13.2696         
0.0292382       1.61423         0.0484242       1.02563         0.12077         
0.234842        -49.9828        2000            16012.3         0               
0               0               0               0               0               
0               0               0               
268.6           -0.867226       2.31703         -9.77835        24677.3         
0.760047        15.3019         35.5387         4074.17         246.516         
96.4346         -11.6979        15441.1         54535.5         2925.83         
-27.0531        239.876         49.9817         5               133.879         
194.98          9.44206         90              0               1.02774         
0               2.7656          13.351          13.5343         13.351          
0.029221        1.61079         0.0482688       1.02586         0.121504        
0.236259        -49.9817        2000            15973.8         0               
0               0               0               0               0               
0               0               0               
268.8           -0.868705       2.33102         -9.77547        24748.3         
0.760642        15.3024         35.5387         4064.18         246.74          
96.5469         -11.6871        15435.7         54583.5         2935.82         
-27.549         240.049         49.9812         5               133.879         
194.872         9.43033         90              0               1.02779         
0               2.7569          13.4324         13.615          13.4324         
0.0292089       1.60737         0.0481169       1.02615         0.122233        
0.237684        -49.9812        2000            15935.2         0               
0               0               0               0               0               
0               0               0               
269             -0.870215       2.34505         -9.77302        24819.3         
0.761236        15.3029         35.5387         4054.18         246.963         
96.6597         -11.6763        15430.1         54631.5         2945.82         
-28.048         240.221         49.9811         5               133.879         
194.765         9.41878         90              0               1.02787         
0               2.74842         13.5133         13.6946         13.5133         
0.0292005       1.60397         0.0479691       1.02649         0.122958        
0.239114        -49.9811        2000            15896.6         0               
0               0               0               0               0               
0               0               0               
269.2           -0.871759       2.35909         -9.77108        24890.4         
0.761828        15.3035         35.5386         4044.19         247.185         
96.773          -11.6657        15424.4         54679.5         2955.81         
-28.55          240.39          49.9812         5               133.879         
194.658         9.40743         90              0               1.02801         
0               2.7402          13.5935         13.7731         13.5935         
0.0291948       1.60057         0.0478254       1.02685         0.123681        
0.240545        -49.9812        2000            15858           0               
0               0               0               0               0               
0               0               0               
269.4           -0.873335       2.37312         -9.76966        24961.4         
0.762417        15.304          35.5385         4034.19         247.407         
96.8869         -11.6552        15418.7         54727.6         2965.81         
-29.0551        240.558         49.9817         5               133.88          
194.552         9.3963          90              0               1.02821         
0               2.73221         13.6729         13.8507         13.6729         
0.0291905       1.59719         0.047686        1.02724         0.124401        
0.241975        -49.9817        2000            15819.3         0               
0               0               0               0               0               
0               0               0               
269.6           -0.874942       2.38713         -9.76872        25032.5         
0.763004        15.3045         35.5385         4024.19         247.628         
97.0014         -11.6448        15412.8         54775.8         2975.81         
-29.5631        240.723         49.9822         5               133.88          
194.447         9.38538         90              0               1.02845         
0               2.72444         13.7516         13.9276         13.7516         
0.0291866       1.59383         0.0475504       1.02764         0.125121        
0.243403        -49.9822        2000            15780.5         0               
0               0               0               0               0               
0               0               0               
269.8           -0.876577       2.40112         -9.76822        25103.6         
0.763589        15.305          35.5384         4014.2          247.849         
97.1165         -11.6344        15406.9         54823.9         2985.8          
-30.0743        240.886         49.9828         5               133.88          
194.343         9.37465         90              0               1.02874         
0               2.71687         13.8295         14.004          13.8295         
0.0291821       1.59048         0.0474184       1.02805         0.125843        
0.244828        -49.9828        2000            15741.7         0               
0               0               0               0               0               
0               0               0               
270             -0.878236       2.41509         -9.76807        25174.7         
0.764172        15.3056         35.5384         4004.2          248.068         
97.2321         -11.6241        15400.8         54872.1         2995.8          
-30.5884        241.047         49.9833         5               133.88          
194.24          9.36407         90              0               1.02907         
0               2.70948         13.9068         14.0802         13.9068         
0.0291764       1.58714         0.0472893       1.02845         0.126568        
0.246252        -49.9833        2000            15702.9         0               
0               0               0               0               0               
0               0               0               
270.2           -0.879913       2.42906         -9.76818        25245.9         
0.764753        15.3061         35.5383         3994.2          248.287         
97.3482         -11.6138        15394.6         54920.3         3005.8          
-31.1056        241.207         49.9838         5               133.88          
194.138         9.3536          90              0               1.02942         
0               2.70222         13.9837         14.1566         13.9837         
0.0291692       1.58382         0.0471626       1.02883         0.127297        
0.247675        -49.9838        2000            15664.1         0               
0               0               0               0               0               
0               0               0               
270.4           -0.881604       2.44304         -9.76847        25317           
0.765331        15.3066         35.5383         3984.21         248.506         
97.4649         -11.6035        15388.4         54968.6         3015.79         
-31.6257        241.364         49.984          5               133.88          
194.036         9.34321         90              0               1.02979         
0               2.69506         14.0605         14.2333         14.0605         
0.02916         1.58051         0.0470377       1.02921         0.128033        
0.2491          -49.984         2000            15625.2         0               
0               0               0               0               0               
0               0               0               
270.6           -0.883306       2.45705         -9.76884        25388.2         
0.765908        15.3072         35.5382         3974.21         248.723         
97.5821         -11.5933        15382           55016.9         3025.79         
-32.1489        241.519         49.9841         5               133.88          
193.935         9.33286         90              0               1.03018         
0               2.68798         14.1374         14.3106         14.1374         
0.029149        1.57721         0.0469141       1.02957         0.128777        
0.250528        -49.9841        2000            15586.2         0               
0               0               0               0               0               
0               0               0               
270.8           -0.885013       2.47112         -9.76921        25459.4         
0.766482        15.3077         35.5382         3964.21         248.94          
97.6999         -11.583         15375.5         55065.2         3035.79         
-32.6751        241.672         49.9841         5               133.88          
193.835         9.3225          90              0               1.03056         
0               2.68095         14.2145         14.3887         14.2145         
0.0291363       1.57393         0.0467914       1.02991         0.129528        
0.251961        -49.9841        2000            15547.2         0               
0               0               0               0               0               
0               0               0               
271             -0.886723       2.48527         -9.76952        25530.6         
0.767053        15.3082         35.5381         3954.22         249.157         
97.8183         -11.5727        15368.9         55113.6         3045.78         
-33.2043        241.823         49.9838         5               133.88          
193.736         9.31212         90              0               1.03095         
0               2.67395         14.2922         14.4677         14.2922         
0.0291221       1.57066         0.0466692       1.03024         0.130288        
0.253403        -49.9838        2000            15508.2         0               
0               0               0               0               0               
0               0               0               
271.2           -0.888434       2.49951         -9.76971        25601.8         
0.767623        15.3088         35.538          3944.22         249.372         
97.9372         -11.5625        15362.2         55161.9         3055.78         
-33.7365        241.971         49.9834         5               133.88          
193.638         9.3017          90              0               1.03133         
0               2.66696         14.3706         14.5477         14.3706         
0.0291067       1.56741         0.0465472       1.03055         0.131057        
0.254855        -49.9834        2000            15469.1         0               
0               0               0               0               0               
0               0               0               
271.4           -0.890145       2.51387         -9.76975        25673.1         
0.768191        15.3093         35.538          3934.22         249.587         
98.0567         -11.5523        15355.4         55210.4         3065.78         
-34.2718        242.118         49.9829         5               133.88          
193.541         9.29121         90              0               1.03169         
0               2.65997         14.4497         14.6288         14.4497         
0.0290906       1.56417         0.0464253       1.03086         0.131834        
0.256318        -49.9829        2000            15430           0               
0               0               0               0               0               
0               0               0               
271.6           -0.891854       2.52836         -9.76963        25744.3         
0.768756        15.3098         35.5379         3924.23         249.802         
98.1768         -11.5421        15348.5         55258.8         3075.77         
-34.8102        242.262         49.9822         5               133.88          
193.444         9.28065         90              0               1.03205         
0               2.65299         14.5298         14.711          14.5298         
0.0290741       1.56094         0.0463034       1.03117         0.13262         
0.257794        -49.9822        2000            15390.9         0               
0               0               0               0               0               
0               0               0               
271.8           -0.893563       2.54298         -9.76933        25815.6         
0.769319        15.3104         35.5379         3914.23         250.015         
98.2974         -11.5319        15341.5         55307.3         3085.77         
-35.3516        242.404         49.9815         5               133.88          
193.348         9.27003         90              0               1.03239         
0               2.64601         14.6108         14.7941         14.6108         
0.0290576       1.55772         0.0461816       1.03147         0.133414        
0.259284        -49.9815        2000            15351.7         0               
0               0               0               0               0               
0               0               0               
272             -0.895271       2.55774         -9.76888        25886.9         
0.76988         15.3109         35.5378         3904.23         250.228         
98.4186         -11.5218        15334.4         55355.8         3095.77         
-35.8962        242.544         49.9808         5               133.88          
193.253         9.25934         90              0               1.03273         
0               2.63904         14.6927         14.8781         14.6927         
0.0290415       1.55452         0.0460599       1.03178         0.134215        
0.260789        -49.9808        2000            15312.5         0               
0               0               0               0               0               
0               0               0               
272.2           -0.898755       2.57307         -9.77006        25958.2         
0.770438        15.3115         35.5377         3894.24         250.441         
98.5404         -11.5117        15327.1         55404.3         3105.76         
-36.4439        242.682         49.9798         5               133.88          
193.159         9.23525         90              0               1.03325         
0               2.63199         14.7751         14.9599         14.7751         
0.0290114       1.551           0.045937        1.03207         0.135021        
0.262351        -49.9798        2000            15273.2         0               
0               0               0               0               0               
0               0               0               
272.4           -0.902685       2.58828         -9.77094        26029.4         
0.770993        15.312          35.5377         3884.24         250.652         
98.6628         -11.5015        15319.8         55452.8         3115.76         
-36.9948        242.816         49.9785         5               133.881         
193.066         9.20728         90              0               1.03374         
0               2.62469         14.8572         15.0421         14.8572         
0.0289764       1.54741         0.0458094       1.03232         0.135827        
0.263901        -49.9785        2000            15233.9         0               
0               0               0               0               0               
0               0               0               
272.6           -0.906572       2.60332         -9.77097        26100.5         
0.771545        15.3125         35.5376         3874.25         250.862         
98.7858         -11.4914        15312.3         55501.4         3125.75         
-37.5488        242.949         49.9768         5               133.881         
192.974         9.17907         90              0               1.03414         
0               2.61715         14.9396         15.1261         14.9396         
0.0289421       1.54384         0.0456779       1.03254         0.136639        
0.265433        -49.9768        2000            15194.6         0               
0               0               0               0               0               
0               0               0               
272.8           -0.910424       2.61831         -9.77024        26171.5         
0.772093        15.3131         35.5375         3864.25         251.071         
98.9094         -11.4813        15304.8         55550           3135.75         
-38.1058        243.078         49.9751         5               133.881         
192.884         9.1507          90              0               1.03448         
0               2.60943         15.023          15.212          15.023          
0.0289098       1.54028         0.0455431       1.03276         0.13746         
0.266961        -49.9751        2000            15155.2         0               
0               0               0               0               0               
0               0               0               
273             -0.914247       2.63336         -9.76889        26242.5         
0.772637        15.3136         35.5375         3854.26         251.278         
99.0336         -11.4713        15297.1         55598.6         3145.74         
-38.666         243.204         49.9733         5               133.881         
192.794         9.12224         90              0               1.03475         
0               2.60158         15.1077         15.2999         15.1077         
0.0288805       1.53675         0.0454061       1.03298         0.13829         
0.268495        -49.9733        2000            15115.7         0               
0               0               0               0               0               
0               0               0               
273.2           -0.91805        2.64856         -9.76706        26313.4         
0.773178        15.3141         35.5374         3844.26         251.485         
99.1584         -11.4613        15289.3         55647.3         3155.74         
-39.2292        243.328         49.9717         5               133.881         
192.706         9.09376         90              0               1.03498         
0               2.59366         15.1938         15.3894         15.1938         
0.028855        1.53324         0.045268        1.03323         0.13913         
0.270043        -49.9717        2000            15076.3         0               
0               0               0               0               0               
0               0               0               
273.4           -0.921841       2.66394         -9.76491        26384.2         
0.773716        15.3147         35.5373         3834.27         251.691         
99.2838         -11.4515        15281.4         55696           3165.73         
-39.7955        243.449         49.9703         5               133.881         
192.619         9.06535         90              0               1.03519         
0               2.58574         15.2814         15.4801         15.2814         
0.0288337       1.52975         0.0451297       1.03351         0.139978        
0.271611        -49.9703        2000            15036.8         0               
0               0               0               0               0               
0               0               0               
273.6           -0.925628       2.67954         -9.76261        26454.9         
0.77425         15.3152         35.5372         3824.27         251.895         
99.4098         -11.4418        15273.4         55744.7         3175.73         
-40.365         243.567         49.9691         5               133.881         
192.533         9.03708         90              0               1.03539         
0               2.57786         15.3703         15.5717         15.3703         
0.0288165       1.52628         0.0449922       1.03383         0.140834        
0.2732          -49.9691        2000            14997.2         0               
0               0               0               0               0               
0               0               0               
273.8           -0.929417       2.69535         -9.76028        26525.6         
0.774781        15.3158         35.5372         3814.28         252.099         
99.5364         -11.4323        15265.2         55793.4         3185.72         
-40.9376        243.682         49.9683         5               133.881         
192.448         9.00903         90              0               1.0356          
0               2.57007         15.4603         15.6638         15.4603         
0.0288032       1.52283         0.0448562       1.03419         0.141695        
0.274811        -49.9683        2000            14957.6         0               
0               0               0               0               0               
0               0               0               
274             -0.933212       2.71135         -9.75805        26596.2         
0.775308        15.3163         35.5371         3804.29         252.301         
99.6637         -11.4228        15257           55842.1         3195.71         
-41.5134        243.794         49.9676         5               133.881         
192.364         8.98126         90              0               1.03582         
0               2.56241         15.5511         15.7561         15.5511         
0.0287933       1.5194          0.0447224       1.03457         0.142561        
0.276442        -49.9676        2000            14918           0               
0               0               0               0               0               
0               0               0               
274.2           -0.937018       2.72752         -9.75601        26666.7         
0.775832        15.3168         35.537          3794.29         252.502         
99.7916         -11.4135        15248.6         55890.9         3205.71         
-42.0925        243.904         49.9672         5               133.881         
192.281         8.9538          90              0               1.03607         
0               2.55489         15.6424         15.8483         15.6424         
0.0287863       1.51599         0.0445912       1.03499         0.143429        
0.27809         -49.9672        2000            14878.3         0               
0               0               0               0               0               
0               0               0               
274.4           -0.940836       2.74383         -9.75422        26737.1         
0.776353        15.3174         35.5369         3784.3          252.703         
99.9201         -11.4043        15240.2         55939.7         3215.7          
-42.6748        244.01          49.967          5               133.881         
192.199         8.92668         90              0               1.03635         
0               2.54753         15.734          15.9402         15.734          
0.0287813       1.5126          0.0444629       1.03544         0.1443          
0.279751        -49.967         2000            14838.6         0               
0               0               0               0               0               
0               0               0               
274.6           -0.944668       2.76024         -9.75271        26807.4         
0.77687         15.3179         35.5369         3774.31         252.902         
100.049         -11.3952        15231.6         55988.5         3225.69         
-43.2603        244.113         49.967          5               133.881         
192.119         8.89991         90              0               1.03666         
0               2.54034         15.8256         16.0317         15.8256         
0.0287778       1.50923         0.0443374       1.0359          0.145173        
0.281424        -49.967         2000            14798.9         0               
